-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
-45.49405,-56.17769,-60.76485,-63.76525,-66.00952,-67.80817,-69.31235,-70.6072,-71.74554,-72.7624
