-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-200.5486,-71.88457
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
