-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-222.872,0,0
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
