-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
-111.436,-133.6991,-143.7691
