-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-524.5899,-435.9919,-473.4855,-498.2851,-517.0353,-532.2209,-545.0505,-556.2055,-566.1085,-575.0396
-612.0215,-326.994,-355.1141,-373.7138,-387.7765,-399.1657,-408.7879,-417.1541,-424.5813,-431.2797
-612.0215,-326.994,-355.1141,-373.7138,-387.7765,-399.1657,-408.7879,-417.1541,-424.5813,-431.2797
-612.0215,-326.994,-355.1141,-373.7138,-387.7765,-399.1657,-408.7879,-417.1541,-424.5813,-431.2797
-612.0215,-326.994,-355.1141,-373.7138,-387.7765,-399.1657,-408.7879,-417.1541,-424.5813,-431.2797
-612.0215,-326.994,-355.1141,-373.7138,-387.7765,-399.1657,-408.7879,-417.1541,-424.5813,-431.2797
-612.0215,-326.994,-355.1141,-373.7138,-387.7765,-399.1657,-408.7879,-417.1541,-424.5813,-431.2797
-524.5899,-435.9919,-473.4855,-498.2851,-517.0353,-532.2209,-545.0505,-556.2055,-566.1085,-575.0396
-524.5899,-435.9919,-473.4855,-498.2851,-517.0353,-532.2209,-545.0505,-556.2055,-566.1085,-575.0396
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
-437.1582,-544.9899,-591.8569,-622.8564,-646.2941,-665.2761,-681.313,-695.2569,-707.6356,-718.7995
