predicted_velocity,real_velocity,measured_velocity,predicted_error,measured_error
0.7892359,0.7919934,0.7910644,0.3481708,0.1172912
0.7902536,0.7929934,0.7920474,0.3454919,0.119293
0.7912734,0.7939934,0.7929655,0.3425644,0.1294573
0.7922848,0.7949933,0.7939255,0.3407015,0.1343253
0.7932899,0.7959933,0.7948917,0.3396295,0.1383948
0.7942977,0.7969933,0.795837,0.3382237,0.1450866
0.7953033,0.7979933,0.7968242,0.3370977,0.1465106
0.796307,0.7989933,0.798217,0.3362133,0.09715863
0.7973027,0.7999933,0.7991748,0.336322,0.1023048
0.798298,0.8009933,0.8001704,0.33649,0.1027352
0.7993017,0.8019933,0.8010424,0.3356097,0.1185563
0.8003018,0.8029932,0.8020694,0.3351769,0.1150535
0.8013017,0.8039932,0.8029895,0.3347748,0.1248372
0.8022986,0.8049932,0.803914,0.3347366,0.1340709
0.8032935,0.8059932,0.8049241,0.3349499,0.1326473
0.8042923,0.8069932,0.05022986,0.3346826,93.77568
0.8052909,0.8079932,0.8068231,0.334438,0.1448154
0.8062874,0.8089932,0.8077663,0.3344593,0.1516505
0.8072831,0.8099931,0.8091863,0.3345762,0.09960683
0.8082767,0.8109931,0.8101756,0.3349501,0.1008069
0.809275,0.8119931,0.8110791,0.3347504,0.1125671
0.8102799,0.8129931,0.8120536,0.3337302,0.1155592
0.8112812,0.8139931,0.8130094,0.3331591,0.1208432
0.8122861,0.8149931,0.8139881,0.3321433,0.1233059
0.8133026,0.8159931,0.8148666,0.3297129,0.1380488
0.8143178,0.8169931,0.8158892,0.327449,0.1351074
0.8153194,0.817993,0.8168136,0.3268519,0.1441818
0.8163171,0.818993,0.8177882,0.3267367,0.1471061
0.817319,0.819993,0.8191874,0.3261056,0.09824673
0.8183134,0.820993,0.8201641,0.3263836,0.1009658
0.8193058,0.821993,0.8211429,0.3269074,0.1034244
0.8203099,0.822993,0.8220568,0.3260105,0.1137568
0.8213201,0.823993,0.8229958,0.3243779,0.1210187
0.822328,0.824993,0.8239892,0.323031,0.1216668
0.8233338,0.8259929,0.8249178,0.3219328,0.1301644
0.8243373,0.8269929,0.8259112,0.3211183,0.1307998
0.8253419,0.8279929,0.8268314,0.3201689,0.1402809
0.8263388,0.8289929,0.8277684,0.3201566,0.1477115
0.8273331,0.8299929,0.829224,0.3204603,0.09263933
0.8283358,0.8309929,0.8301609,0.3197519,0.1001238
0.8293362,0.8319929,0.8311418,0.3193102,0.1022959
0.8303376,0.8329929,0.832108,0.3187624,0.1062303
0.8313398,0.8339928,0.8330178,0.3181157,0.1169161
0.8323459,0.8349928,0.8339965,0.3169995,0.1193174
0.8333598,0.8359928,0.8349292,0.314952,0.1272242
0.8343696,0.8369928,0.8359018,0.3134078,0.130348
0.8353732,0.8379928,0.8368325,0.3125999,0.1384646
0.8363662,0.8389928,0.8378028,0.3130656,0.1418304
0.8373644,0.8399928,0.8387586,0.3129058,0.1469267
0.8383768,0.8409927,0.04240466,0.3110596,94.95779
0.8393829,0.8419927,0.8411742,0.3099539,0.09721588
0.8403837,0.8429927,0.8420944,0.3094943,0.1065681
0.8413814,0.8439927,0.8430501,0.309403,0.111682
0.8423849,0.8449927,0.8439745,0.3086136,0.1204941
0.8433871,0.8459927,0.8449805,0.3079952,0.1196471
0.8443895,0.8469927,0.8459111,0.3073431,0.1276902
0.8454018,0.8479927,0.8468586,0.3055327,0.1337391
0.8464034,0.8489926,0.847829,0.3049833,0.1370638
0.8474012,0.8499926,0.8487534,0.3048769,0.1457942
0.8484054,0.8509926,0.8501902,0.3040283,0.09429663
0.8494013,0.8519926,0.851171,0.3041472,0.09643164
0.8503897,0.8529926,0.8521038,0.3051463,0.1042007
0.8513896,0.8539926,0.8530574,0.3048029,0.1095018
0.8523985,0.8549926,0.8540446,0.3034077,0.1108726
0.853399,0.8559926,0.8549418,0.3029836,0.1227546
0.8544025,0.8569925,0.855929,0.3022267,0.1241067
0.855406,0.8579925,0.8568659,0.3014576,0.131312
0.8564066,0.8589925,0.8578467,0.3010373,0.1333865
0.8574151,0.8599925,0.858769,0.2996961,0.1422692
0.8584233,0.8609925,0.8602309,0.2983997,0.0884524
0.859418,0.8619925,0.8611553,0.298662,0.09712461
0.8604141,0.8629925,0.8621132,0.2987648,0.1018882
0.8614157,0.8639925,0.8630815,0.2982397,0.1054335
0.8624216,0.8649924,0.8640163,0.2972127,0.1128502
0.8634286,0.8659924,0.8650119,0.2960573,0.1132292
0.8644229,0.8669924,0.8659258,0.296369,0.1230259
0.865418,0.8679924,0.8668585,0.2965906,0.1306301
0.8664169,0.8689924,0.8678707,0.2963728,0.1290736
0.8674188,0.8699924,0.8687785,0.2958198,0.1395309
0.8684259,0.8709924,0.8702445,0.2946589,0.08586292
0.8694351,0.8719923,0.8711835,0.2932684,0.09275713
0.8704392,0.8729923,0.8721539,0.2924545,0.09603738
0.8714315,0.8739923,0.04906259,0.2930065,94.38638
0.8724228,0.8749923,0.8740404,0.2936594,0.1087948
0.8734222,0.8759923,0.8750004,0.2933922,0.1132362
0.8744237,0.8769923,0.8759854,0.2928809,0.114813
0.8754275,0.8779923,0.8768742,0.2921128,0.1273433
0.8764281,0.8789923,0.8778614,0.2917127,0.1286563
0.8774249,0.8799922,0.878792,0.291747,0.1363875
0.8784161,0.8809922,0.8797771,0.2924171,0.1379308
0.8794064,0.8819922,0.8812013,0.2931804,0.08967131
0.8804045,0.8829922,0.8821675,0.2930576,0.09339719
0.8814025,0.8839922,0.8830668,0.2929554,0.1046799
0.8823995,0.8849922,0.8840603,0.2929611,0.1053025
0.8833983,0.8859922,0.885016,0.292765,0.1101754
0.8843922,0.8869922,0.885978,0.2931204,0.1143317
0.8853896,0.8879921,0.8868836,0.2930856,0.1248352
0.8863945,0.8889921,0.8878875,0.2921994,0.124259
0.8873996,0.8899921,0.8888412,0.2912952,0.1293231
0.888402,0.8909921,0.8897383,0.290694,0.1407177
0.8894023,0.8919921,0.8912212,0.2903347,0.0864275
0.8904012,0.8929921,0.8921623,0.2901297,0.09292533
0.8914006,0.8939921,0.8931055,0.2898785,0.09916861
0.8923944,0.8949921,0.8941052,0.2902406,0.09909111
0.8933903,0.895992,0.8950024,0.2903756,0.1104492
0.8943877,0.896992,0.8959895,0.2903377,0.1117614
0.8953909,0.897992,0.8969202,0.2896625,0.1193564
0.8963998,0.898992,0.8978717,0.2883458,0.1246139
0.8974064,0.899992,0.8988506,0.2872903,0.1268266
0.8984049,0.900992,0.8997854,0.2871369,0.1339165
0.899395,0.901992,0.901218,0.2879089,0.08580634
0.900394,0.902992,0.9021968,0.2877022,0.0880612
0.9014025,0.9039919,0.9031128,0.2864477,0.09724743
0.9024089,0.9049919,0.9041083,0.2854199,0.09764052
0.9034049,0.9059919,0.9050432,0.2855456,0.104717
0.9044038,0.9069919,0.04434735,0.2853491,95.1105
0.9054087,0.9079919,0.9069421,0.2844965,0.115613
0.9064081,0.9089919,0.9079042,0.2842492,0.1196562
0.9074049,0.9099919,0.9088432,0.284284,0.1262254
0.9084008,0.9109918,0.9098095,0.2844168,0.1297901
0.9093933,0.9119918,0.9107527,0.2849284,0.1358763
0.9103888,0.9129918,0.9121999,0.2851125,0.08673761
0.9113919,0.9139918,0.9131536,0.2844549,0.09170981
0.9123999,0.9149918,0.9141093,0.2832712,0.09644313
0.9134058,0.9159918,0.9150086,0.2823112,0.1073349
0.9144159,0.9169918,0.9160334,0.2809048,0.1045138
0.9154116,0.9179918,0.916962,0.2810664,0.112172
0.9163989,0.9189917,0.9178989,0.2821355,0.1189185
0.9173987,0.9199917,0.9188631,0.2818548,0.122683
0.9184098,0.9209917,0.9198146,0.2803385,0.1278049
0.9194174,0.9219917,0.9207788,0.279207,0.1315516
0.9204128,0.9229917,0.9221988,0.2794082,0.08590121
0.9214141,0.9239917,0.9231567,0.2789574,0.09036893
0.9224151,0.9249917,0.9241271,0.2785527,0.09346737
0.9234123,0.9259917,0.9250494,0.2785545,0.1017601
0.9244087,0.9269916,0.9260303,0.2786398,0.1037079
0.9254017,0.9279916,0.9269484,0.2790846,0.1124149
0.9263961,0.9289916,0.9279543,0.2793873,0.1116587
0.9273936,0.9299916,0.928885,0.2793624,0.118986
0.9283966,0.9309916,0.9297969,0.2787295,0.1283272
