predicted_velocity,real_velocity,measured_velocity,predicted_error,measured_error
2.406968,2.409008,2.40804,0.08466851,0.04017177
2.407969,2.410008,2.408977,0.0846037,0.04276681
2.408975,2.411008,2.40996,0.0843115,0.04345118
2.409984,2.412008,2.410863,0.08390094,0.04743645
2.410979,2.413007,2.411846,0.08408354,0.04811831
2.411969,2.414007,2.412762,0.08442402,0.0515749
2.412972,2.415007,2.414256,0.08427059,0.03111773
2.413979,2.416007,2.41518,0.08393966,0.0342331
2.414983,2.417007,2.416167,0.08375698,0.0347516
2.415987,2.418007,2.417075,0.08355471,0.0385531
2.416989,2.419007,2.418033,0.08344133,0.04028168
2.417983,2.420007,2.418965,0.08365315,0.0430433
2.418976,2.421007,2.419953,0.08389435,0.04354746
2.419977,2.422007,2.420923,0.08382034,0.04475012
2.420988,2.423007,2.421843,0.08331344,0.04801814
2.421991,2.424007,2.422776,0.08314136,0.050772
2.422983,2.425007,2.424299,0.08346102,0.02919022
2.423979,2.426007,2.425198,0.08356421,0.03333527
2.424975,2.427006,2.426168,0.08368696,0.03453966
2.425974,2.428006,2.42708,0.08371141,0.03814884
2.426978,2.429006,2.427971,0.08350027,0.0426188
2.427983,2.430006,2.429079,0.08327949,0.03814687
2.428987,2.431006,2.429916,0.08304909,0.04484925
2.429987,2.432006,2.430991,0.08302475,0.04174275
2.430977,2.433006,2.431849,0.0833826,0.04757581
2.431965,2.434006,2.432827,0.08384791,0.04842804
2.432965,2.435006,2.433735,0.08383305,0.05219739
2.433957,2.436006,2.43519,0.08412162,0.03347248
2.434955,2.437006,2.436161,0.0841556,0.03466209
2.43596,2.438006,2.437169,0.08389615,0.03431537
2.436957,2.439006,2.438018,0.08397906,0.04048903
2.437954,2.440006,2.43903,0.08407167,0.03996434
2.438944,2.441005,0.1360678,0.08446699,94.42575
2.439938,2.442005,2.440933,0.08467648,0.04389548
2.440943,2.443005,2.441891,0.08442712,0.04559514
2.441949,2.444005,2.442799,0.08412919,0.04936152
2.44295,2.445005,2.443815,0.08404603,0.04865874
2.44395,2.446005,2.445263,0.08402142,0.03035298
2.444946,2.447005,2.44617,0.08415272,0.03411122
2.445937,2.448005,2.447078,0.08446896,0.0378664
2.446925,2.449005,2.448128,0.08494071,0.03580653
2.447909,2.450005,2.449006,0.08552885,0.04076463
2.448894,2.451005,2.449968,0.08612623,0.04228492
2.449889,2.452005,2.45093,0.0862953,0.04381371
2.450893,2.453005,2.451943,0.0860949,0.04329044
2.451898,2.454005,2.452838,0.08582664,0.04754761
2.452904,2.455004,2.453816,0.08557803,0.04839257
2.453915,2.456004,2.455222,0.08507723,0.03186028
2.454936,2.457004,2.456263,0.08417898,0.03015888
2.455944,2.458004,2.457071,0.08383434,0.03797425
2.456939,2.459004,2.458091,0.08400387,0.03712498
2.457935,2.460004,2.45907,0.08410541,0.03797246
2.458933,2.461004,2.45994,0.08414873,0.04322723
2.459928,2.462004,2.460994,0.0843276,0.04101142
2.460921,2.463004,2.461923,0.08455473,0.04389876
2.461921,2.464004,2.462843,0.08453009,0.04711276
2.462921,2.465004,2.463876,0.08447646,0.04573955
2.463913,2.466004,2.464759,0.08477093,0.05048743
2.464908,2.467004,2.466189,0.08495884,0.03301324
2.465911,2.468004,2.467155,0.08476985,0.03436198
2.466919,2.469003,2.468105,0.08443617,0.03639524
2.467927,2.470003,2.469038,0.0840545,0.03910252
2.468935,2.471003,2.470021,0.08371173,0.03977175
2.469933,2.472003,2.470978,0.08374538,0.04145315
2.470926,2.473003,2.471915,0.08401038,0.04399121
2.471925,2.474003,0.0589704,0.08398607,97.6164
2.472924,2.475003,2.473789,0.0840003,0.04904192
2.473923,2.476003,2.47481,0.08398564,0.04818438
2.474923,2.477003,2.476257,0.08395173,0.03010789
2.475925,2.478003,2.477106,0.08383127,0.03617647
2.476935,2.479003,2.478156,0.08341275,0.03415181
2.477945,2.480003,2.479064,0.08295612,0.03785852
2.47895,2.481003,2.480089,0.08274971,0.03683424
2.479947,2.482002,2.480921,0.08281243,0.04357234
2.480942,2.483002,2.481979,0.08298072,0.0412119
2.481937,2.484002,2.482791,0.08315848,0.04877786
2.482926,2.485002,2.483907,0.08355676,0.04406662
2.483915,2.486002,2.48484,0.08397391,0.04674381
2.484899,2.487002,2.486183,0.08457286,0.03294909
2.485882,2.488002,2.487157,0.08520965,0.03395162
2.486877,2.489002,2.488182,0.08537658,0.0329322
2.487871,2.490002,2.48914,0.08557209,0.03461375
2.488865,2.491002,2.489973,0.08577703,0.04131884
2.489866,2.492002,2.491064,0.0856852,0.03762839
2.490862,2.493002,2.491876,0.08582298,0.04516848
2.491858,2.494002,2.4929,0.08593196,0.04415616
2.492858,2.495002,2.493917,0.08591664,0.04346956
2.493852,2.496001,2.494803,0.08610191,0.04799891
2.494843,2.497001,2.495682,0.08644936,0.05283972
2.495835,2.498001,2.497251,0.08671063,0.03005523
2.496838,2.499001,2.498129,0.08656145,0.03490889
2.497834,2.500001,2.499099,0.08666988,0.03607748
2.498833,2.501001,2.500066,0.08667336,0.0374072
2.49984,2.502001,2.501015,0.08635285,0.03941242
2.500835,2.503001,2.502011,0.08653744,0.03956813
2.501827,2.504001,2.502872,0.08681709,0.04508433
2.502827,2.505001,2.503889,0.0867634,0.04440009
2.50384,2.506001,2.504834,0.08622454,0.04656106
2.504845,2.507001,0.0579032,0.08599994,97.69034
2.505836,2.508001,2.507235,0.08628887,0.0305343
2.506831,2.509001,2.508109,0.08645403,0.03553947
2.50782,2.51,2.509142,0.08685654,0.03419549
2.508817,2.511,2.510041,0.08693589,0.03819824
2.509825,2.512,2.511045,0.08658808,0.03802168
2.510822,2.513,2.511953,0.08669593,0.04167818
2.511809,2.514,2.512932,0.08714512,0.04250565
2.51281,2.515,2.513894,0.08708203,0.04398657
