predicted_velocity,real_velocity,measured_velocity,predicted_error,measured_error
0.02376282,0.02464747,0,3.589221,100
0.02411797,0.02499818,0,3.521103,100
0.02447134,0.02534714,0,3.455218,100
0.02482292,0.02569061,0,3.37747,100
0.02517275,0.02603237,0,3.302141,100
0.02551897,0.02637242,0,3.236149,100
0.02586159,0.02671077,0,3.179167,100
0.02620248,0.02704743,0,3.123936,100
0.02654168,0.0273824,0,3.070306,100
0.0268792,0.0277157,0,3.018168,100
0.02721502,0.0280785,0,3.075233,100
0.02754916,0.02843949,0,3.13061,100
0.02789721,0.02879867,0,3.130197,100
0.0282591,0.02915605,0,3.076381,100
0.02861917,0.02951165,0,3.024152,100
0.02897745,0.02986547,0,2.973387,100
0.02933394,0.03021752,0,2.924045,100
0.02968865,0.03056781,0,2.876077,100
0.03004159,0.03091635,0,2.829435,100
0.03039276,0.03126314,0,2.784041,100
0.03074218,0.03160821,0,2.739888,100
0.03108983,0.03195154,0,2.696933,100
0.03143576,0.03229259,0,2.653327,100
0.03177997,0.03263192,0,2.610803,100
0.03212217,0.03296956,0,2.570236,100
0.03246237,0.03330552,0,2.531559,100
0.03280087,0.03363979,0,2.493834,100
0.03313768,0.03397239,0,2.457049,100
0.03347279,0.03430333,0,2.421171,100
0.03380623,0.03463262,0,2.386136,100
0.03413801,0.03496026,0,2.351956,100
0.03446811,0.03528626,0,2.318603,100
0.03479658,0.0356665,0,2.439036,100
0.03512341,0.03604484,0,2.556329,100
0.03547653,0.03642128,0,2.593967,100
0.03585583,0.03679585,0,2.554693,100
0.03623325,0.03716854,0,2.516368,100
0.03660877,0.03753937,0,2.478997,100
0.03698243,0.03790835,0,2.442525,100
0.03735419,0.03827548,0,2.406989,100
0.0377241,0.03864077,0,2.372309,100
0.03809216,0.03900424,0,2.338425,100
0.03845838,0.0393659,0,2.305341,100
0.03882276,0.03972574,0,2.273036,100
0.03918531,0.04008378,0,2.241488,100
0.03954606,0.04044004,0,2.210623,100
0.03990502,0.04079451,0,2.180419,100
0.04026218,0.04114721,0,2.150892,100
0.04061754,0.04149815,0,2.122038,100
0.04097112,0.04197139,0,2.383237,100
0.04132292,0.04244227,0,2.637345,100
0.041735,0.04291079,0,2.740082,100
0.04220705,0.04337697,0,2.697091,100
0.04267674,0.04384082,0,2.655248,100
0.04314408,0.04430235,0,2.61446,100
0.04360911,0.04476158,0,2.574687,100
0.04407179,0.0452185,0,2.535934,100
0.04453216,0.04567314,0,2.498154,100
0.04499023,0.04612551,0,2.461289,100
0.04544601,0.04657562,0,2.425322,100
0.04589951,0.04702348,0,2.39022,100
0.04635075,0.0474691,0,2.355947,100
0.04679973,0.04791249,0,2.322475,100
0.04724647,0.04835366,0,2.289759,100
0.04769098,0.04879262,0,2.257814,100
0.04813327,0.04922939,0,2.226575,100
0.04857334,0.04966398,0,2.196035,100
0.04901121,0.0500964,0,2.1662,100
0.0494469,0.05052665,0,2.137004,100
0.04988041,0.05095476,0,2.108427,100
0.05031175,0.05138072,0,2.080478,100
0.05074093,0.05180455,0,2.053131,100
0.05116797,0.05222626,0,2.026345,100
0.05159288,0.05264586,0,2.000118,100
0.05201567,0.05306336,0,1.974426,100
0.05243633,0.05380491,0,2.543594,100
0.05285489,0.05454274,0,3.094547,100
0.05343441,0.05527689,0,3.333177,100
0.05417408,0.05600737,0,3.273288,100
0.05491008,0.05673419,0,3.215181,100
0.05564241,0.05745738,0,3.158803,100
0.05637107,0.05817695,0,3.104114,100
0.05709608,0.05889293,0,3.051038,100
0.05781747,0.05960532,0,2.999485,100
0.05853526,0.06031416,0,2.949385,100
0.05924946,0.06056076,0,2.165261,100
0.05996008,0.06080612,0,1.391378,100
0.06043779,0.06105026,0,1.003219,100
0.06068377,0.06129318,0,0.9942526,100
0.06092853,0.06153489,0,0.985377,100
0.06117207,0.06177538,0,0.9766261,100
0.06141436,0.06201468,0,0.9680158,100
0.06165546,0.06225277,0,0.9594963,100
0.06189537,0.06248968,0,0.9510597,100
0.06213407,0.06271461,0,0.9256824,100
0.06237158,0.06293841,0,0.900609,100
0.06260251,0.06316109,0,0.8843696,100
0.06282689,0.06338266,0,0.8768466,100
0.06305012,0.06360312,0,0.8694495,100
0.06327224,0.06382248,0,0.8621418,100
0.06349325,0.06404074,0,0.8548989,100
0.06371316,0.0642579,0,0.8477544,100
0.06393196,0.06447399,0,0.8406836,100
0.06414968,0.06474213,0,0.9150886,100
0.0643663,0.06500892,0,0.988522,100
0.06460841,0.06527439,0,1.020274,100
0.06487588,0.06553853,0,1.01108,100
0.065142,0.06580134,0,1.002026,100
0.06540679,0.06606285,0,0.9930748,100
0.06567026,0.06632304,0,0.9842471,100
0.06593241,0.06658193,0,0.97553,100
0.06619327,0.06684592,0,0.9763587,100
0.06645283,0.06710859,0,0.9771668,100
0.06671427,0.06736995,0,0.9732541,100
0.06697762,0.06763,0,0.9646315,100
0.06723965,0.06788875,0,0.956126,100
0.06750035,0.06814621,0,0.9477469,100
0.06775975,0.06840237,0,0.9394704,100
0.06801786,0.06868061,0,0.9649761,100
0.06827468,0.06895746,0,0.9901555,100
0.06854188,0.06923293,0,0.9981503,100
0.06881943,0.06950703,0,0.9892406,100
0.0690956,0.06977975,0,0.9804415,100
0.06937038,0.0700511,0,0.971751,100
0.06964378,0.07032111,0,0.9631885,100
0.06991582,0.07058976,0,0.9547204,100
0.07018651,0.07092351,0,1.039153,100
0.07045583,0.0712556,0,1.122393,100
0.07075705,0.07158604,0,1.158021,100
0.07108998,0.07191481,0,1.146956,100
0.07142124,0.07224195,0,1.136059,100
0.07175083,0.07256745,0,1.125316,100
0.07207878,0.07289132,0,1.114725,100
0.07240509,0.07321357,0,1.104273,100
0.07272977,0.07353421,0,1.093966,100
0.07305284,0.07382639,0,1.047805,100
0.0733743,0.07411712,0,1.002218,100
0.07368073,0.07440639,0,0.9752613,100
0.07397218,0.0746942,0,0.9666357,100
0.07426216,0.07498058,0,0.9581444,100
0.07455068,0.07526553,0,0.9497654,100
0.07483778,0.07554905,0,0.9414674,100
0.07512345,0.07583116,0,0.9332685,100
0.07540768,0.07611185,0,0.9251866,100
0.07569049,0.07639115,0,0.9171908,100
0.0759719,0.07666904,0,0.9092796,100
0.0762519,0.07694554,0,0.9014708,100
0.0765305,0.07722066,0,0.8937532,100
0.0768077,0.07749441,0,0.8861446,100
0.07708351,0.07776679,0,0.8786243,100
0.07735796,0.07803781,0,0.8711715,100
0.07763103,0.07830746,0,0.8638234,100
0.0779027,0.07857578,0,0.8565878,100
0.07817304,0.07911761,0,1.19388,100
0.07844204,0.07965674,0.08010864,1.524916,0.5673093
0.07884712,0.08019316,0.0801427,1.678503,0.06292654
0.07938761,0.08072691,0.08019765,1.659052,0.6556171
0.0799254,0.08125798,0.08060086,1.639948,0.8086914
0.0804605,0.08178641,0.08107256,1.621181,0.8728193
0.08099293,0.08231219,0.08196472,1.602751,0.4221401
0.08152267,0.08283534,0.08250821,1.584678,0.3949192
0.08204976,0.08335587,0.08300555,1.566916,0.420269
0.08257422,0.08356821,0.08340035,1.189435,0.2008588
0.08309605,0.08377948,0.08342599,0.815745,0.4219235
0.08346248,0.08398969,0.08394897,0.6277087,0.04847907
0.08367427,0.08419885,0.08392333,0.6230169,0.3272195
0.08388501,0.08440696,0.08445144,0.6183825,0.05269703
0.08409468,0.08461404,0.08436428,0.6137961,0.2951737
0.08430333,0.08482008,0.08442068,0.6092307,0.4708742
0.08451094,0.08502509,0.08483087,0.6047035,0.2284288
0.0847175,0.08532924,0.08494367,0.7169141,0.4518674
0.08492304,0.08563188,0.08537948,0.8277767,0.2947452
0.08517762,0.085933,0.08579479,0.879039,0.1608326
0.085481,0.08623262,0.08577428,0.8716129,0.5315128
0.08578289,0.08653074,0.08628701,0.8642617,0.2816611
0.08608325,0.08682737,0.08636393,0.8570101,0.5337499
0.08638209,0.08712251,0.08679974,0.849865,0.370483
0.08667946,0.08741619,0.08727658,0.8427825,0.1597061
0.08697536,0.08765127,0.08719454,0.7711346,0.5210741
0.08726978,0.08788517,0.08776879,0.7002269,0.1324206
0.08753417,0.0881179,0.08772265,0.6624511,0.4485505
0.08776867,0.08834948,0.08827128,0.6573922,0.08851359
0.088002,0.08857989,0.08817385,0.6523934,0.4583904
0.08823416,0.08880915,0.08869684,0.6474458,0.1264706
0.08846515,0.08903727,0.08874811,0.6425654,0.3247595
0.08869496,0.08926424,0.06499723,0.6377514,27.1856
0.08892363,0.08951921,0.0891224,0.6653064,0.4432685
0.08915118,0.0897729,0.08971716,0.6925488,0.06208754
0.08939216,0.09002533,0.08960949,0.703319,0.4619136
0.0896465,0.09027649,0.09010684,0.6978465,0.1879224
0.08989956,0.09052639,0.0901017,0.6924304,0.4691345
0.09015136,0.09077505,0.09057342,0.68707,0.2221179
0.0904019,0.09102246,0.09067084,0.6817645,0.3863032
0.09065121,0.09126864,0.09105538,0.676497,0.2336596
0.09089925,0.09151358,0.09108102,0.6712995,0.4726712
0.09114604,0.0917573,0.09156811,0.6661791,0.206188
0.09139159,0.09199981,0.09155273,0.6611027,0.485957
0.09163592,0.09224109,0.09198342,0.6560779,0.279345
0.09187903,0.09248117,0.09208597,0.6511039,0.4273314
0.09212092,0.09272005,0.0925064,0.64618,0.2304279
0.0923616,0.09295774,0.09248077,0.6413057,0.5131055
0.09260107,0.09319424,0.09298837,0.6364884,0.220901
0.09283935,0.09342956,0.09300375,0.6317114,0.4557531
0.09307646,0.09365015,0.09346008,0.6125934,0.2029673
0.09331238,0.09386965,0.0935011,0.5936675,0.3926194
0.09354032,0.09408805,0.09385488,0.5821456,0.2478167
0.09376035,0.09430535,0.09397281,0.5779126,0.3526224
0.0939793,0.09452157,0.09445477,0.5737057,0.07067371
0.09419715,0.09473671,0.09436761,0.5695401,0.3896079
0.09441391,0.09495077,0.09491622,0.5654156,0.03638553
0.09462959,0.09516376,0.09489572,0.5613238,0.281664
0.09484419,0.09537569,0.09538281,0.5572643,0.007468103
0.09505772,0.09558655,0.09535717,0.5532523,0.2399721
0.09527017,0.09579637,0.09533153,0.5492873,0.4852316
0.09548157,0.09600513,0.09581863,0.5453534,0.1942635
0.09569191,0.09621286,0.09587502,0.5414501,0.3511294
0.09590121,0.09641954,0.0963211,0.5375772,0.1020925
0.09610946,0.09662519,0.09626983,0.533742,0.3677669
0.09631665,0.09682981,0.09686972,0.5299595,0.0412195
0.09652282,0.0970334,0.09679281,0.5261984,0.2479498
0.09672796,0.09723599,0.09674153,0.5224663,0.5085055
0.09693207,0.09743755,0.09729528,0.5187781,0.1460103
0.09713517,0.09763812,0.09729528,0.5151103,0.3511242
